Process Name,Priority,Simulated Arrival Time,Arrival Tick,Completion Tick,Service Time,Turnaround (ticks),Waiting (ticks),Preemptions
Process-1,5,1736,1736,1742,6,6,0,2
Process-2,4,2595,2595,2602,2,7,5,0
Process-3,1,4314,4314,4315,1,1,0,0
Process-4,1,5434,5434,5439,5,5,0,2
Process-5,5,4542,4542,4545,3,3,0,1
Process-6,2,2683,2683,2693,10,10,0,4
Process-7,5,4289,4289,4290,1,1,0,0
Process-8,4,3596,3596,3601,5,5,0,2
Process-9,4,5331,5331,5335,1,4,3,0
Process-10,1,4648,4648,4656,8,8,0,3
Process-11,3,4861,4861,4869,8,8,0,3
Process-12,3,64,64,75,9,11,2,4
Process-13,3,5052,5052,5059,7,7,0,3
Process-14,1,4940,4940,4942,2,2,0,0
Process-15,4,282,282,286,4,4,0,1
Process-16,4,507,507,508,1,1,0,0
Process-17,4,4473,4473,4475,2,2,0,0
Process-18,2,308,308,310,2,2,0,0
Process-19,3,561,561,564,3,3,0,1
Process-20,4,3332,3332,3360,10,28,18,4
Process-21,1,3704,3704,3721,6,17,11,2
Process-22,4,831,831,834,2,3,1,0
Process-23,2,214,214,218,4,4,0,1
Process-24,1,4455,4455,4462,6,7,1,2
Process-25,1,3299,3299,3316,3,17,14,1
Process-26,3,1102,1102,1105,3,3,0,1
Process-27,3,2615,2615,2622,7,7,0,3
Process-28,3,4884,4884,4891,7,7,0,3
Process-29,5,1645,1645,1655,8,10,2,3
Process-30,1,4831,4831,4840,9,9,0,4
Process-31,2,4904,4904,4907,3,3,0,1
Process-32,1,12,12,17,5,5,0,2
Process-33,1,677,677,693,9,16,7,4
Process-34,2,4075,4075,4081,6,6,0,2
Process-35,2,3163,3163,3166,1,3,2,0
Process-36,2,4125,4125,4133,8,8,0,3
Process-37,4,3287,3287,3313,9,26,17,4
Process-38,5,1981,1981,1990,3,9,6,1
Process-39,5,790,790,799,7,9,2,3
Process-40,1,4235,4235,4248,9,13,4,4
Process-41,1,5138,5138,5155,6,17,11,2
Process-42,2,5134,5134,5158,9,24,15,4
Process-43,4,3569,3569,3581,10,12,2,4
Process-44,5,2024,2024,2044,5,20,15,2
Process-45,5,3646,3646,3659,9,13,4,4
Process-46,5,518,518,519,1,1,0,0
Process-47,4,641,641,659,7,18,11,3
Process-48,1,1581,1581,1589,2,8,6,0
Process-49,3,2653,2653,2657,3,4,1,1
Process-50,2,3443,3443,3456,6,13,7,2
Process-51,2,519,519,523,4,4,0,1
Process-52,2,5409,5409,5415,6,6,0,2
