Process Name,Priority,Simulated Arrival Time,Arrival Tick,Completion Tick,Service Time,Turnaround (ticks),Waiting (ticks),Preemptions
Process-1,5,1736,1736,1753,6,17,11,5
Process-2,4,2595,2595,2602,2,7,5,1
Process-3,1,4314,4314,4315,1,1,0,0
Process-4,1,5434,5434,5439,5,5,0,4
Process-5,5,4542,4542,4545,3,3,0,2
Process-6,2,2683,2683,2693,10,10,0,9
Process-7,5,4289,4289,4290,1,1,0,0
Process-8,4,3596,3596,3601,5,5,0,4
Process-9,4,5331,5331,5347,1,16,15,0
Process-10,1,4648,4648,4656,8,8,0,7
Process-11,3,4861,4861,4869,8,8,0,7
Process-12,3,64,64,75,9,11,2,8
Process-13,3,5052,5052,5059,7,7,0,6
Process-14,1,4940,4940,4942,2,2,0,1
Process-15,4,282,282,286,4,4,0,3
Process-16,4,507,507,508,1,1,0,0
Process-17,4,4473,4473,4475,2,2,0,1
Process-18,2,308,308,310,2,2,0,1
Process-19,3,561,561,571,3,10,7,2
Process-20,4,3332,3332,3360,10,28,18,9
Process-21,1,3704,3704,3729,6,25,19,5
Process-22,4,831,831,844,2,13,11,1
Process-23,2,214,214,218,4,4,0,3
Process-24,1,4455,4455,4462,6,7,1,5
Process-25,1,3299,3299,3318,3,19,16,2
Process-26,3,1102,1102,1105,3,3,0,2
Process-27,3,2615,2615,2622,7,7,0,6
Process-28,3,4884,4884,4896,7,12,5,6
Process-29,5,1645,1645,1655,8,10,2,7
Process-30,1,4831,4831,4840,9,9,0,8
Process-31,2,4904,4904,4907,3,3,0,2
Process-32,1,12,12,17,5,5,0,4
Process-33,1,677,677,693,9,16,7,8
Process-34,2,4075,4075,4081,6,6,0,5
Process-35,2,3163,3163,3174,1,11,10,0
Process-36,2,4125,4125,4133,8,8,0,7
Process-37,4,3287,3287,3315,9,28,19,8
Process-38,5,1981,1981,2040,3,59,56,2
Process-39,5,790,790,807,7,17,10,6
Process-40,1,4235,4235,4268,9,33,24,8
Process-41,1,5138,5138,5158,6,20,14,5
Process-42,2,5134,5134,5157,9,23,14,8
Process-43,4,3569,3569,3591,10,22,12,9
Process-44,5,2024,2024,2046,5,22,17,4
Process-45,5,3646,3646,3659,9,13,4,8
Process-46,5,518,518,519,1,1,0,0
Process-47,4,641,641,663,7,22,15,6
Process-48,1,1581,1581,1595,2,14,12,1
Process-49,3,2653,2653,2657,3,4,1,2
Process-50,2,3443,3443,3455,6,12,6,5
Process-51,2,519,519,523,4,4,0,3
Process-52,2,5409,5409,5415,6,6,0,5
Process-53,1,538,538,541,3,3,0,2
Process-54,1,2850,2850,2852,1,2,1,0
Process-55,4,3971,3971,3974,3,3,0,2
Process-56,4,1633,1633,1645,6,12,6,5
Process-57,1,4006,4006,4009,3,3,0,2
Process-58,4,21,21,26,3,5,2,2
Process-59,1,3327,3327,3359,8,32,24,7
