Process Name,Priority,Simulated Arrival Time,Arrival Tick,Completion Tick,Service Time,Turnaround (ticks),Waiting (ticks),Preemptions
Process-1,3,3375,3375,3395,1,20,19,0
Process-2,5,1855,1855,1857,2,2,0,0
Process-3,5,5003,5003,5013,9,10,1,2
Process-4,2,1096,1096,1112,2,16,14,0
Process-5,3,2078,2078,2087,8,9,1,2
Process-6,1,3403,3403,3410,7,7,0,2
Process-7,3,4341,4341,4351,7,10,3,2
Process-8,5,5275,5275,5277,2,2,0,0
Process-9,2,2667,2667,2684,1,17,16,0
Process-10,2,54,54,64,10,10,0,3
Process-11,5,204,204,210,6,6,0,1
Process-12,3,2461,2461,2462,1,1,0,0
Process-13,5,2974,2974,2982,8,8,0,2
Process-14,5,4006,4006,4022,8,16,8,2
Process-15,2,995,995,1007,4,12,8,1
Process-16,1,4239,4239,4247,8,8,0,2
Process-17,5,3901,3901,3911,7,10,3,2
Process-18,4,5388,5388,5390,2,2,0,0
Process-19,1,1315,1315,1327,4,12,8,1
Process-20,3,5054,5054,5055,1,1,0,0
Process-21,5,5097,5097,5101,4,4,0,1
Process-22,3,155,155,164,9,9,0,2
Process-23,2,2954,2954,2956,2,2,0,0
Process-24,2,2066,2066,2079,8,13,5,2
Process-25,5,2766,2766,2772,6,6,0,1
Process-26,2,150,150,154,4,4,0,1
Process-27,4,3173,3173,3183,10,10,0,3
Process-28,5,3837,3837,3842,5,5,0,1
Process-29,2,2516,2516,2533,9,17,8,2
Process-30,3,402,402,408,6,6,0,1
Process-31,3,2357,2357,2399,9,42,33,2
Process-32,3,298,298,302,3,4,1,0
Process-33,3,2666,2666,2680,8,14,6,2
Process-34,1,3493,3493,3498,1,5,4,0
Process-35,3,4612,4612,4617,5,5,0,1
Process-36,1,636,636,643,7,7,0,2
Process-37,3,1598,1598,1599,1,1,0,0
Process-38,3,5216,5216,5224,8,8,0,2
Process-39,3,3357,3357,3373,8,16,8,2
Process-40,3,2838,2838,2848,10,10,0,3
Process-41,3,2130,2130,2142,2,12,10,0
Process-42,1,886,886,898,9,12,3,2
Process-43,3,1523,1523,1527,3,4,1,0
Process-44,1,2145,2145,2148,2,3,1,0
Process-45,2,3124,3124,3132,8,8,0,2
Process-46,2,2414,2414,2424,10,10,0,3
Process-47,4,2344,2344,2382,6,38,32,1
Process-48,3,783,783,793,7,10,3,2
Process-49,3,4359,4359,4364,3,5,2,0
