Process Name,Priority,Simulated Arrival Time,Arrival Tick,Completion Tick,Service Time,Turnaround (ticks),Waiting (ticks),Preemptions
Process-1,4,1021,1021,1142,9,121,112,4
Process-2,2,3230,3230,3286,3,56,53,1
Process-3,3,3247,3247,3277,2,30,28,0
Process-4,2,2656,2656,2713,7,57,50,3
Process-5,2,2401,2401,2431,7,30,23,3
Process-6,2,1686,1686,1798,7,112,105,3
Process-7,3,1092,1092,1119,2,27,25,0
Process-8,3,4802,4802,4851,1,49,48,0
Process-9,2,252,252,394,8,142,134,3
Process-10,5,914,914,918,4,4,0,1
Process-11,3,2620,2620,2647,5,27,22,2
Process-12,5,3883,3883,3890,7,7,0,3
Process-13,1,1544,1544,1607,4,63,59,1
Process-14,2,1930,1930,1983,1,53,52,0
Process-15,1,817,817,879,10,62,52,4
Process-16,4,521,521,565,4,44,40,1
Process-17,3,2978,2978,3010,9,32,23,4
Process-18,4,2037,2037,2065,2,28,26,0
Process-19,2,703,703,714,3,11,8,1
Process-20,1,4287,4287,4308,1,21,20,0
Process-21,2,584,584,653,10,69,59,4
Process-22,4,1325,1325,1466,5,141,136,2
Process-23,4,9,9,20,9,11,2,4
Process-24,2,5015,5015,5154,9,139,130,4
Process-25,3,2927,2927,2933,6,6,0,2
Process-26,3,2895,2895,2897,1,2,1,0
Process-27,5,2597,2597,2602,1,5,4,0
Process-28,2,2782,2782,2798,2,16,14,0
Process-29,3,3236,3236,3290,4,54,50,1
Process-30,1,699,699,720,6,21,15,2
Process-31,4,1499,1499,1602,7,103,96,3
Process-32,3,4621,4621,4831,10,210,200,4
Process-33,5,74,74,113,10,39,29,4
Process-34,3,1687,1687,1754,5,67,62,2
Process-35,3,3335,3335,3360,2,25,23,0
Process-36,1,98,98,209,9,111,102,4
Process-37,5,903,903,904,1,1,0,0
Process-38,5,4090,4090,4099,4,9,5,1
Process-39,5,1853,1853,1938,4,85,81,1
Process-40,5,2716,2716,2745,4,29,25,1
Process-41,4,3381,3381,3533,10,152,142,4
Process-42,4,23,23,35,9,12,3,4
Process-43,4,2085,2085,2132,4,47,43,1
Process-44,3,4785,4785,4835,2,50,48,0
Process-45,5,4285,4285,4349,8,64,56,3
Process-46,1,4449,4449,4493,2,44,42,0
Process-47,5,1518,1518,1545,1,27,26,0
Process-48,5,4117,4117,4134,4,17,13,1
Process-49,4,3073,3073,3208,8,135,127,3
Process-50,1,3009,3009,3044,4,35,31,1
Process-51,2,3527,3527,3611,5,84,79,2
Process-52,4,1103,1103,1128,1,25,24,0
Process-53,5,981,981,1009,6,28,22,2
Process-54,1,1829,1829,1969,5,140,135,2
Process-55,3,865,865,894,10,29,19,4
Process-56,3,4748,4748,4791,1,43,42,0
Process-57,4,1157,1157,1223,4,66,62,1
Process-58,3,361,361,390,2,29,27,0
Process-59,3,734,734,769,7,35,28,3
Process-60,2,998,998,1062,6,64,58,2
Process-61,4,647,647,659,2,12,10,0
Process-62,4,3703,3703,3708,1,5,4,0
Process-63,4,3246,3246,3274,1,28,27,0
Process-64,5,656,656,664,1,8,7,0
Process-65,5,1557,1557,1630,5,73,68,2
Process-66,4,2362,2362,2376,5,14,9,2
Process-67,5,768,768,836,9,68,59,4
Process-68,3,222,222,260,1,38,37,0
Process-69,3,1699,1699,1802,8,103,95,3
Process-70,2,5010,5010,5037,1,27,26,0
Process-71,5,5162,5162,5221,3,59,56,1
Process-72,5,1738,1738,1768,2,30,28,0
Process-73,5,3953,3953,4019,8,66,58,3
Process-74,1,4492,4492,4692,8,200,192,3
Process-75,4,3388,3388,3541,10,153,143,4
Process-76,3,295,295,335,2,40,38,0
Process-77,5,1197,1197,1400,10,203,193,4
Process-78,5,4777,4777,4955,10,178,168,4
Process-79,1,212,212,317,5,105,100,2
Process-80,4,5279,5279,5297,1,18,17,0
Process-81,2,1104,1104,1170,3,66,63,1
Process-82,4,4338,4338,4434,7,96,89,3
Process-83,1,4062,4062,4075,2,13,11,0
Process-84,2,2812,2812,2847,9,35,26,4
Process-85,3,3536,3536,3598,4,62,58,1
Process-86,4,542,542,587,4,45,41,1
