Process Name,Priority,Simulated Arrival Time,Arrival Tick,Completion Tick,Service Time,Turnaround (ticks),Waiting (ticks),Preemptions
Process-1,4,1021,1021,1421,9,400,391,8
Process-2,2,3230,3230,3535,3,305,302,2
Process-3,3,3247,3247,3544,2,297,295,1
Process-4,2,2656,2656,2794,7,138,131,6
Process-5,2,2401,2401,2441,7,40,33,6
Process-6,2,1686,1686,2004,7,318,311,6
Process-7,3,1092,1092,1435,2,343,341,1
Process-8,3,4802,4802,5122,1,320,319,0
Process-9,2,252,252,427,8,175,167,7
Process-10,5,914,914,919,4,5,1,3
Process-11,3,2620,2620,2759,5,139,134,4
Process-12,5,3883,3883,3909,7,26,19,6
Process-13,1,1544,1544,1646,4,102,98,3
Process-14,2,1930,1930,2165,1,235,234,0
Process-15,1,817,817,886,10,69,59,9
Process-16,4,521,521,642,4,121,117,3
Process-17,3,2978,2978,3206,9,228,219,8
Process-18,4,2037,2037,2186,2,149,147,1
Process-19,2,703,703,848,3,145,142,2
Process-20,1,4287,4287,4754,1,467,466,0
Process-21,2,584,584,668,10,84,74,9
Process-22,4,1325,1325,1576,5,251,246,4
Process-23,4,9,9,23,9,14,5,8
Process-24,2,5015,5015,5262,9,247,238,8
Process-25,3,2927,2927,2933,6,6,0,5
Process-26,3,2895,2895,2897,1,2,1,0
Process-27,5,2597,2597,2698,1,101,100,0
Process-28,2,2782,2782,2853,2,71,69,1
Process-29,3,3236,3236,3541,4,305,301,3
Process-30,1,699,699,847,6,148,142,5
Process-31,4,1499,1499,1629,7,130,123,6
Process-32,3,4621,4621,4976,10,355,345,9
Process-33,5,74,74,367,10,293,283,9
Process-34,3,1687,1687,2005,5,318,313,4
Process-35,3,3335,3335,3583,2,248,246,1
Process-36,1,98,98,371,9,273,264,8
Process-37,5,903,903,904,1,1,0,0
Process-38,5,4090,4090,4200,4,110,106,3
Process-39,5,1853,1853,2141,4,288,284,3
Process-40,5,2716,2716,2823,4,107,103,3
