Process Name,Priority,Simulated Arrival Time,Arrival Tick,Completion Tick,Service Time,Turnaround (ticks),Waiting (ticks),Preemptions
Process-1,4,4984,4984,4999,10,15,5,4
Process-2,4,5391,5391,5401,4,10,6,1
Process-3,5,4817,4817,4821,4,4,0,1
Process-4,1,1755,1755,1758,1,3,2,0
Process-5,4,2988,2988,3019,8,31,23,3
Process-6,4,1849,1849,1854,5,5,0,2
Process-7,2,3992,3992,4026,2,34,32,0
Process-8,5,5077,5077,5082,2,5,3,0
Process-9,3,3593,3593,3624,10,31,21,4
Process-10,4,51,51,60,7,9,2,3
Process-11,5,2508,2508,2509,1,1,0,0
Process-12,1,989,989,1029,8,40,32,3
Process-13,3,3316,3316,3317,1,1,0,0
Process-14,3,4508,4508,4539,10,31,21,4
Process-15,2,3189,3189,3248,10,59,49,4
Process-16,1,3825,3825,3830,4,5,1,1
Process-17,2,1331,1331,1338,6,7,1,2
Process-18,4,2511,2511,2535,8,24,16,3
Process-19,2,1729,1729,1732,3,3,0,1
Process-20,3,525,525,530,2,5,3,0
Process-21,5,2359,2359,2365,6,6,0,2
Process-22,3,3945,3945,4094,10,149,139,4
Process-23,3,1242,1242,1249,5,7,2,2
Process-24,2,4684,4684,4694,1,10,9,0
Process-25,4,5188,5188,5193,5,5,0,2
Process-26,4,2482,2482,2494,10,12,2,4
Process-27,4,5055,5055,5065,2,10,8,0
Process-28,3,1141,1141,1154,7,13,6,3
Process-29,1,4964,4964,4965,1,1,0,0
Process-30,5,5018,5018,5040,6,22,16,2
Process-31,1,4274,4274,4305,9,31,22,4
Process-32,1,938,938,970,5,32,27,2
Process-33,2,685,685,706,6,21,15,2
Process-34,2,3003,3003,3032,4,29,25,1
Process-35,5,4752,4752,4764,7,12,5,3
Process-36,3,2063,2063,2105,7,42,35,3
Process-37,1,1195,1195,1211,1,16,15,0
Process-38,5,1396,1396,1414,7,18,11,3
Process-39,5,3688,3688,3698,10,10,0,4
Process-40,4,3199,3199,3249,9,50,41,4
Process-41,2,2488,2488,2498,1,10,9,0
Process-42,1,496,496,509,3,13,10,1
Process-43,5,2957,2957,2964,7,7,0,3
Process-44,4,3501,3501,3510,2,9,7,0
Process-45,3,3829,3829,3858,9,29,20,4
Process-46,4,5365,5365,5375,2,10,8,0
Process-47,1,331,331,336,5,5,0,2
Process-48,4,2914,2914,2919,5,5,0,2
Process-49,5,5273,5273,5279,2,6,4,0
Process-50,3,2222,2222,2279,10,57,47,4
Process-51,1,2237,2237,2314,9,77,68,4
Process-52,2,3088,3088,3099,3,11,8,1
Process-53,2,3019,3019,3060,6,41,35,2
Process-54,4,3565,3565,3578,8,13,5,3
Process-55,5,248,248,250,2,2,0,0
Process-56,1,5143,5143,5186,6,43,37,2
Process-57,3,928,928,946,10,18,8,4
Process-58,5,2713,2713,2719,2,6,4,0
Process-59,2,3104,3104,3120,5,16,11,2
Process-60,3,4985,4985,4993,2,8,6,0
Process-61,5,154,154,164,4,10,6,1
Process-62,1,1775,1775,1799,9,24,15,4
Process-63,4,3444,3444,3484,10,40,30,4
Process-64,5,967,967,978,2,11,9,0
Process-65,5,2314,2314,2320,2,6,4,0
Process-66,5,3865,3865,3917,8,52,44,3
Process-67,1,2001,2001,2031,3,30,27,1
Process-68,2,5244,5244,5275,10,31,21,4
Process-69,2,406,406,419,3,13,10,1
Process-70,1,3039,3039,3082,7,43,36,3
Process-71,4,1241,1241,1242,1,1,0,0
Process-72,3,2205,2205,2214,3,9,6,1
Process-73,2,2150,2150,2170,5,20,15,2
Process-74,4,1765,1765,1779,10,14,4,4
Process-75,3,838,838,848,1,10,9,0
Process-76,5,1491,1491,1505,7,14,7,3
Process-77,1,3872,3872,3927,6,55,49,2
Process-78,1,414,414,426,5,12,7,2
Process-79,5,3173,3173,3197,5,24,19,2
Process-80,3,5118,5118,5175,7,57,50,3
Process-81,4,1973,1973,1977,4,4,0,1
Process-82,2,4269,4269,4285,4,16,12,1
Process-83,1,2654,2654,2690,10,36,26,4
Process-84,1,310,310,316,3,6,3,1
Process-85,1,4651,4651,4661,2,10,8,0
Process-86,2,3633,3633,3665,8,32,24,3
Process-87,1,646,646,664,10,18,8,4
Process-88,2,4914,4914,4934,3,20,17,1
Process-89,1,2968,2968,2988,6,20,14,2
Process-90,4,4840,4840,4886,10,46,36,4
Process-91,1,2634,2634,2651,3,17,14,1
Process-92,3,4794,4794,4797,1,3,2,0
Process-93,4,4110,4110,4133,2,23,21,0
Process-94,2,2622,2622,2625,1,3,2,0
Process-95,4,2265,2265,2305,8,40,32,3
Process-96,4,2107,2107,2115,1,8,7,0
Process-97,2,4679,4679,4685,6,6,0,2
Process-98,4,4435,4435,4438,3,3,0,1
Process-99,4,5296,5296,5309,8,13,5,3
Process-100,3,31,31,51,7,20,13,3
Process-101,5,5042,5042,5066,7,24,17,3
Process-102,1,4112,4112,4143,2,31,29,0
Process-103,4,2025,2025,2046,4,21,17,1
Process-104,1,1288,1288,1297,9,9,0,4
Process-105,3,3995,3995,4029,1,34,33,0
Process-106,5,491,491,498,5,7,2,2
Process-107,2,1250,1250,1261,7,11,4,3
Process-108,5,737,737,743,6,6,0,2
Process-109,2,5083,5083,5104,6,21,15,2
Process-110,5,3014,3014,3041,3,27,24,1
Process-111,2,92,92,102,1,10,9,0
Process-112,2,5011,5011,5048,8,37,29,3
Process-113,4,409,409,421,4,12,8,1
Process-114,1,4425,4425,4434,9,9,0,4
Process-115,1,1348,1348,1386,7,38,31,3
Process-116,4,4917,4917,4942,8,25,17,3
Process-117,3,4085,4085,4169,7,84,77,3
Process-118,3,5238,5238,5258,8,20,12,3
Process-119,4,2847,2847,2863,7,16,9,3
Process-120,3,4355,4355,4360,1,5,4,0
Process-121,4,996,996,1027,10,31,21,4
Process-122,1,281,281,291,4,10,6,1
Process-123,5,286,286,289,2,3,1,0
Process-124,1,2654,2654,2666,2,12,10,0
Process-125,1,3292,3292,3310,9,18,9,4
Process-126,2,3870,3870,3890,2,20,18,0
Process-127,4,4752,4752,4763,4,11,7,1
Process-128,5,3761,3761,3766,5,5,0,2
Process-129,3,5407,5407,5416,4,9,5,1
Process-130,2,982,982,995,2,13,11,0
Process-131,4,1735,1735,1738,2,3,1,0
Process-132,1,3142,3142,3145,3,3,0,1
Process-133,2,4228,4228,4262,5,34,29,2
Process-134,1,4178,4178,4221,6,43,37,2
Process-135,5,541,541,550,7,9,2,3
Process-136,1,5457,5457,5475,8,18,10,3
Process-137,5,197,197,201,4,4,0,1
Process-138,3,2442,2442,2460,5,18,13,2
Process-139,4,4738,4738,4746,3,8,5,1
