Process Name,Priority,Simulated Arrival Time,Arrival Tick,Completion Tick,Service Time,Turnaround (ticks),Waiting (ticks),Preemptions
Process-1,4,4984,4984,5003,10,19,9,9
Process-2,4,5391,5391,5418,4,27,23,3
Process-3,5,4817,4817,4883,4,66,62,3
Process-4,1,1755,1755,1758,1,3,2,0
Process-5,4,2988,2988,3065,8,77,69,7
Process-6,4,1849,1849,1870,5,21,16,4
Process-7,2,3992,3992,4199,2,207,205,1
Process-8,5,5077,5077,5169,2,92,90,1
Process-9,3,3593,3593,3633,10,40,30,9
Process-10,4,51,51,149,7,98,91,6
Process-11,5,2508,2508,2509,1,1,0,0
Process-12,1,989,989,1027,8,38,30,7
Process-13,3,3316,3316,3318,1,2,1,0
Process-14,3,4508,4508,4541,10,33,23,9
Process-15,2,3189,3189,3247,10,58,48,9
Process-16,1,3825,3825,4093,4,268,264,3
Process-17,2,1331,1331,1385,6,54,48,5
Process-18,4,2511,2511,2585,8,74,66,7
Process-19,2,1729,1729,1732,3,3,0,2
Process-20,3,525,525,531,2,6,4,1
Process-21,5,2359,2359,2389,6,30,24,5
Process-22,3,3945,3945,4161,10,216,206,9
Process-23,3,1242,1242,1248,5,6,1,4
Process-24,2,4684,4684,4703,1,19,18,0
Process-25,4,5188,5188,5193,5,5,0,4
Process-26,4,2482,2482,2497,10,15,5,9
Process-27,4,5055,5055,5083,2,28,26,1
Process-28,3,1141,1141,1154,7,13,6,6
Process-29,1,4964,4964,4965,1,1,0,0
Process-30,5,5018,5018,5076,6,58,52,5
Process-31,1,4274,4274,4321,9,47,38,8
Process-32,1,938,938,1015,5,77,72,4
Process-33,2,685,685,746,6,61,55,5
Process-34,2,3003,3003,3069,4,66,62,3
Process-35,5,4752,4752,4763,7,11,4,6
Process-36,3,2063,2063,2115,7,52,45,6
Process-37,1,1195,1195,1219,1,24,23,0
Process-38,5,1396,1396,1436,7,40,33,6
Process-39,5,3688,3688,3701,10,13,3,9
Process-40,4,3199,3199,3264,9,65,56,8
Process-41,2,2488,2488,2500,1,12,11,0
Process-42,1,496,496,510,3,14,11,2
Process-43,5,2957,2957,2964,7,7,0,6
Process-44,4,3501,3501,3538,2,37,35,1
Process-45,3,3829,3829,4094,9,265,256,8
Process-46,4,5365,5365,5405,2,40,38,1
Process-47,1,331,331,336,5,5,0,4
Process-48,4,2914,2914,2936,5,22,17,4
Process-49,5,5273,5273,5287,2,14,12,1
Process-50,3,2222,2222,2326,10,104,94,9
Process-51,1,2237,2237,2337,9,100,91,8
Process-52,2,3088,3088,3101,3,13,10,2
Process-53,2,3019,3019,3075,6,56,50,5
Process-54,4,3565,3565,3578,8,13,5,7
Process-55,5,248,248,250,2,2,0,1
Process-56,1,5143,5143,5184,6,41,35,5
Process-57,3,928,928,1013,10,85,75,9
Process-58,5,2713,2713,2726,2,13,11,1
Process-59,2,3104,3104,3136,5,32,27,4
Process-60,3,4985,4985,5004,2,19,17,1
Process-61,5,154,154,168,4,14,10,3
Process-62,1,1775,1775,1798,9,23,14,8
Process-63,4,3444,3444,3529,10,85,75,9
Process-64,5,967,967,1023,2,56,54,1
Process-65,5,2314,2314,2353,2,39,37,1
Process-66,5,3865,3865,4110,8,245,237,7
Process-67,1,2001,2001,2099,3,98,95,2
Process-68,2,5244,5244,5282,10,38,28,9
Process-69,2,406,406,424,3,18,15,2
Process-70,1,3039,3039,3092,7,53,46,6
Process-71,4,1241,1241,1242,1,1,0,0
Process-72,3,2205,2205,2310,3,105,102,2
Process-73,2,2150,2150,2180,5,30,25,4
Process-74,4,1765,1765,1796,10,31,21,9
Process-75,3,838,838,874,1,36,35,0
Process-76,5,1491,1491,1505,7,14,7,6
Process-77,1,3872,3872,4127,6,255,249,5
Process-78,1,414,414,426,5,12,7,4
Process-79,5,3173,3173,3243,5,70,65,4
Process-80,3,5118,5118,5178,7,60,53,6
Process-81,4,1973,1973,1977,4,4,0,3
Process-82,2,4269,4269,4320,4,51,47,3
Process-83,1,2654,2654,2683,10,29,19,9
Process-84,1,310,310,316,3,6,3,2
Process-85,1,4651,4651,4672,2,21,19,1
Process-86,2,3633,3633,3664,8,31,23,7
Process-87,1,646,646,665,10,19,9,9
Process-88,2,4914,4914,4939,3,25,22,2
Process-89,1,2968,2968,3061,6,93,87,5
Process-90,4,4840,4840,4904,10,64,54,9
Process-91,1,2634,2634,2650,3,16,13,2
Process-92,3,4794,4794,4798,1,4,3,0
Process-93,4,4110,4110,4220,2,110,108,1
Process-94,2,2622,2622,2648,1,26,25,0
