Process Name,Priority,Simulated Arrival Time,Arrival Tick,Completion Tick,Service Time,Turnaround (ticks),Waiting (ticks),Preemptions
Process-1,4,4984,4984,4994,10,10,0,0
Process-2,4,5391,5391,5399,4,8,4,0
Process-3,5,4817,4817,4829,4,12,8,0
Process-4,1,1755,1755,1758,1,3,2,0
Process-5,4,2988,2988,2998,8,10,2,0
Process-6,4,1849,1849,1854,5,5,0,0
Process-7,2,3992,3992,4225,2,233,231,0
Process-8,5,5077,5077,5184,2,107,105,0
Process-9,3,3593,3593,3605,10,12,2,0
Process-10,4,51,51,76,7,25,18,0
Process-11,5,2508,2508,2509,1,1,0,0
Process-12,1,989,989,999,8,10,2,0
Process-13,3,3316,3316,3318,1,2,1,0
Process-14,3,4508,4508,4518,10,10,0,0
Process-15,2,3189,3189,3209,10,20,10,0
Process-16,1,3825,3825,3829,4,4,0,0
Process-17,2,1331,1331,1337,6,6,0,0
Process-18,4,2511,2511,2536,8,25,17,0
Process-19,2,1729,1729,1732,3,3,0,0
Process-20,3,525,525,531,2,6,4,0
Process-21,5,2359,2359,2365,6,6,0,0
Process-22,3,3945,3945,3967,10,22,12,0
Process-23,3,1242,1242,1247,5,5,0,0
Process-24,2,4684,4684,4703,1,19,18,0
Process-25,4,5188,5188,5193,5,5,0,0
Process-26,4,2482,2482,2492,10,10,0,0
Process-27,4,5055,5055,5083,2,28,26,0
Process-28,3,1141,1141,1148,7,7,0,0
Process-29,1,4964,4964,4965,1,1,0,0
Process-30,5,5018,5018,5040,6,22,16,0
Process-31,1,4274,4274,4285,9,11,2,0
Process-32,1,938,938,948,5,10,5,0
Process-33,2,685,685,728,6,43,37,0
Process-34,2,3003,3003,3040,4,37,33,0
Process-35,5,4752,4752,4760,7,8,1,0
Process-36,3,2063,2063,2090,7,27,20,0
Process-37,1,1195,1195,1220,1,25,24,0
Process-38,5,1396,1396,1407,7,11,4,0
Process-39,5,3688,3688,3698,10,10,0,0
Process-40,4,3199,3199,3218,9,19,10,0
Process-41,2,2488,2488,2500,1,12,11,0
Process-42,1,496,496,509,3,13,10,0
Process-43,5,2957,2957,2964,7,7,0,0
Process-44,4,3501,3501,3541,2,40,38,0
Process-45,3,3829,3829,3838,9,9,0,0
Process-46,4,5365,5365,5428,2,63,61,0
Process-47,1,331,331,336,5,5,0,0
Process-48,4,2914,2914,2919,5,5,0,0
Process-49,5,5273,5273,5287,2,14,12,0
Process-50,3,2222,2222,2235,10,13,3,0
Process-51,1,2237,2237,2254,9,17,8,0
Process-52,2,3088,3088,3092,3,4,1,0
Process-53,2,3019,3019,3026,6,7,1,0
Process-54,4,3565,3565,3575,8,10,2,0
Process-55,5,248,248,250,2,2,0,0
Process-56,1,5143,5143,5156,6,13,7,0
Process-57,3,928,928,938,10,10,0,0
Process-58,5,2713,2713,2726,2,13,11,0
Process-59,2,3104,3104,3109,5,5,0,0
Process-60,3,4985,4985,5005,2,20,18,0
Process-61,5,154,154,164,4,10,6,0
Process-62,1,1775,1775,1786,9,11,2,0
Process-63,4,3444,3444,3461,10,17,7,0
Process-64,5,967,967,1025,2,58,56,0
Process-65,5,2314,2314,2349,2,35,33,0
Process-66,5,3865,3865,3874,8,9,1,0
Process-67,1,2001,2001,2103,3,102,99,0
Process-68,2,5244,5244,5256,10,12,2,0
Process-69,2,406,406,426,3,20,17,0
Process-70,1,3039,3039,3047,7,8,1,0
Process-71,4,1241,1241,1242,1,1,0,0
Process-72,3,2205,2205,2327,3,122,119,0
Process-73,2,2150,2150,2162,5,12,7,0
Process-74,4,1765,1765,1777,10,12,2,0
Process-75,3,838,838,890,1,52,51,0
Process-76,5,1491,1491,1500,7,9,2,0
Process-77,1,3872,3872,3908,6,36,30,0
Process-78,1,414,414,419,5,5,0,0
Process-79,5,3173,3173,3239,5,66,61,0
Process-80,3,5118,5118,5144,7,26,19,0
Process-81,4,1973,1973,1977,4,4,0,0
Process-82,2,4269,4269,4273,4,4,0,0
Process-83,1,2654,2654,2664,10,10,0,0
Process-84,1,310,310,314,3,4,1,0
Process-85,1,4651,4651,4672,2,21,19,0
Process-86,2,3633,3633,3641,8,8,0,0
Process-87,1,646,646,658,10,12,2,0
Process-88,2,4914,4914,4917,3,3,0,0
Process-89,1,2968,2968,3020,6,52,46,0
